freq,unit,airpol,src_crf,geo\TIME_PERIOD,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,MIO_T,HFC_CO2E,CRF2E4,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,EU27_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,5e-05,0.0,0.0,4e-05,0.00011,0.00014,0.00014,0.00014,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E4,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00868,0.0,0.0,0.0,0.0,0.00099,0.00298,0.00149,0.00298,0.00446,0.00446,0.00149,0.0,0.00174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,EU27_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00868,0.0,0.0,0.0,0.0,0.00099,0.00298,0.00149,0.00298,0.00446,0.00446,0.00149,0.0,0.00174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,MIO_T,HFC_CO2E,CRF2E5,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,NL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,HFC_CO2E,CRF2E5,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,7e-05,7e-05,7e-05,7e-05,7e-05,7e-05,8e-05,8e-05,8e-05,8e-05,9e-05,0.0001,0.0001,0.00011
A,MIO_T,HFC_CO2E,CRF2F,AT,0.0,0.0,1e-05,0.20859,0.22975,0.31924,0.38373,0.46323,0.5641,0.66333,0.68607,0.82154,0.96135,1.02596,1.09532,1.09805,1.11064,1.18478,1.2421,1.34306,1.46045,1.55664,1.6064,1.64824,1.66616,1.69438,1.69588,1.73007,1.84102,1.74466,1.68568,1.53284,1.4724,1.35806,1.29587
A,MIO_T,HFC_CO2E,CRF2F,BE,0.0,0.0,0.36236,0.36889,0.38808,0.45009,0.54076,0.65956,0.81533,0.88806,1.08881,1.17276,1.40187,1.5892,1.67429,1.73636,1.88757,2.11604,2.24418,2.40392,2.51061,2.60999,2.72284,2.72202,2.85195,2.83414,2.86819,2.8486,2.821,2.58819,2.42025,2.27459,2.14597,1.89018,1.69015
A,MIO_T,HFC_CO2E,CRF2F,BG,0.0,0.0,1e-05,2e-05,0.001,0.00303,0.00531,0.00844,0.01272,0.01967,0.03269,0.04623,0.06095,0.07795,0.10474,0.16628,0.24536,0.28232,0.42574,0.41815,0.41421,0.46776,0.483,0.53934,0.60902,0.68181,0.71325,0.71375,0.71895,0.78108,0.76748,0.76345,0.67646,0.66649,0.71386
A,MIO_T,HFC_CO2E,CRF2F,CH,2e-05,0.00129,0.01425,0.03008,0.07447,0.22575,0.27533,0.33487,0.42498,0.50027,0.60009,0.69379,0.78192,0.86124,0.95391,0.98848,1.06936,1.15743,1.17658,1.17285,1.20588,1.2625,1.30865,1.30173,1.32811,1.34353,1.2919,1.29153,1.30114,1.26396,1.25104,1.12144,1.09926,1.05721,1.05704
A,MIO_T,HFC_CO2E,CRF2F,CY,0.0,0.0,0.02304,0.02462,0.02627,0.02848,0.03357,0.03861,0.04675,0.0535,0.06152,0.06994,0.07929,0.0906,0.10726,0.12185,0.13715,0.15322,0.17191,0.18173,0.19803,0.21605,0.22076,0.22432,0.23181,0.24422,0.26507,0.28627,0.30347,0.32494,0.32948,0.35441,0.38397,0.40207,0.40826
A,MIO_T,HFC_CO2E,CRF2F,CZ,0.0,0.0,0.0,0.0,0.0,0.08689,0.21549,0.38902,0.52949,0.63587,0.80004,0.99832,1.09875,1.21219,1.34312,1.34792,1.6008,1.95763,2.21363,2.23398,2.45062,2.65877,2.76427,2.89355,3.07186,3.32447,3.54293,3.74982,3.81491,3.83846,3.74726,3.72322,3.62218,3.57022,3.49149
A,MIO_T,HFC_CO2E,CRF2F,DE,0.0,0.00273,0.22913,2.24469,2.42798,2.29041,3.03061,3.73236,4.4134,4.73747,5.52954,6.73,7.36563,7.58755,8.02699,8.30525,8.66095,9.14143,9.11743,9.39343,9.64913,10.06822,10.29634,10.29466,10.4174,10.62911,10.53313,10.18317,9.16898,8.38117,7.85754,7.59364,7.30474,7.06203,6.90089
A,MIO_T,HFC_CO2E,CRF2F,DK,0.0,0.0,0.00356,0.10079,0.14449,0.23762,0.37048,0.37219,0.49907,0.63688,0.72789,0.71442,0.74469,0.7651,0.81909,0.86992,0.89114,0.92182,0.92481,0.94824,0.80202,0.72597,0.72633,0.66431,0.601,0.4518,0.50328,0.40731,0.47494,0.31955,0.31652,0.27532,0.26147,0.26118,0.26911
A,MIO_T,HFC_CO2E,CRF2F,EE,0.0,0.0,0.01592,0.01837,0.02103,0.02649,0.03245,0.03901,0.04939,0.05996,0.07474,0.09166,0.09364,0.09971,0.1134,0.12815,0.1472,0.16306,0.14625,0.15312,0.17073,0.17825,0.18803,0.20152,0.21145,0.21634,0.22504,0.2258,0.22599,0.21967,0.17992,0.19021,0.1971,0.19085,0.18586
A,MIO_T,HFC_CO2E,CRF2F,EL,0.0,0.0,0.0,9e-05,0.00015,0.03998,0.07651,0.1472,0.23624,0.34346,0.50207,0.7077,0.98952,1.29229,1.60648,2.21673,2.56897,3.05838,3.4947,3.80573,4.21553,4.48025,4.86448,5.40354,5.50532,5.64171,5.84457,5.80645,5.55942,5.13679,4.75629,4.56135,4.39612,4.30371,4.049
A,MIO_T,HFC_CO2E,CRF2F,ES,0.0,0.0,0.0,0.0,0.0,0.00084,0.44724,0.91854,2.06621,2.97177,4.07534,5.15587,6.13402,7.50009,8.99359,10.38714,12.64378,14.76376,15.70993,14.4993,14.49991,14.46481,14.54246,14.53284,14.47464,8.05372,7.85349,5.97444,4.25951,4.16667,3.4294,3.49604,4.26538,3.7675,4.34481
A,MIO_T,HFC_CO2E,CRF2F,EU27_2020,0.00596,0.02654,0.78929,3.31542,4.13573,5.78876,9.41179,12.8088,17.38217,21.51228,27.03116,33.09542,39.03575,45.36573,52.0063,57.63318,64.98049,71.67999,76.79873,78.2287,81.20962,84.45472,86.67683,87.93391,89.6256,81.38383,81.44547,78.56497,73.35668,69.35155,64.24861,61.61525,59.44681,56.34391,53.93229
A,MIO_T,HFC_CO2E,CRF2F,FI,1e-05,2e-05,4e-05,0.00018,0.08075,0.14871,0.23049,0.32692,0.43183,0.52384,0.69294,0.76344,0.85619,0.94943,1.04867,1.1226,1.27262,1.30424,1.33361,1.33576,1.31726,1.29977,1.30764,1.28831,1.25419,1.18733,1.1289,1.05991,1.0104,0.96503,0.89897,0.82859,0.75951,0.6943,0.61026
A,MIO_T,HFC_CO2E,CRF2F,FR,0.0,0.0,0.0006,0.03354,0.20695,0.95704,2.03099,2.72149,3.2659,3.99618,5.32594,6.57562,7.82376,9.25086,10.68251,11.70084,13.11365,14.24654,15.41935,15.86782,16.84663,17.74389,18.085,18.08591,18.01298,17.87208,17.58632,17.03576,15.5693,13.67813,12.25599,11.14702,10.22422,9.37641,8.51278
A,MIO_T,HFC_CO2E,CRF2F,HR,0.0,0.0,0.0,0.0,0.0,0.02143,0.02432,0.0283,0.03388,0.04089,0.0494,0.06044,0.08083,0.10682,0.12786,0.18649,0.24185,0.31818,0.38868,0.46994,0.56388,0.6259,0.69922,0.76481,0.85023,0.94427,1.07983,1.22533,1.35241,1.46675,1.57223,1.69701,1.81205,1.92897,2.04766
A,MIO_T,HFC_CO2E,CRF2F,HU,0.0,0.01376,0.01407,0.01432,0.01791,0.02245,0.02769,0.0554,0.08409,0.15492,0.19745,0.247,0.34121,0.4685,0.61062,0.77991,0.93502,1.06267,1.20307,1.298,1.4001,1.55331,1.64479,1.71984,1.91958,2.00975,1.96227,1.76424,1.80572,1.8479,1.84961,1.62993,1.57282,1.53331,1.51889
A,MIO_T,HFC_CO2E,CRF2F,IE,0.0,0.0,0.0,0.00545,0.01683,0.02925,0.07065,0.11207,0.13981,0.17735,0.23353,0.29026,0.36895,0.4963,0.64199,0.79834,0.8406,0.84984,0.91688,0.95237,0.95852,0.98175,0.97105,0.99636,1.07405,1.04748,1.11364,1.02624,0.72308,0.70225,0.55995,0.59504,0.56238,0.5363,0.5206
A,MIO_T,HFC_CO2E,CRF2F,IS,0.00063,0.00063,0.00064,0.00144,0.00185,0.00315,0.01009,0.01614,0.02546,0.03699,0.04297,0.0398,0.04462,0.04508,0.05214,0.05717,0.06625,0.06691,0.06558,0.07879,0.10661,0.13132,0.13649,0.16666,0.16447,0.15681,0.17362,0.16458,0.18244,0.19433,0.19808,0.16241,0.13318,0.1245,0.10772
A,MIO_T,HFC_CO2E,CRF2F,IT,0.0,0.0,0.12394,0.22711,0.39538,0.62194,0.87432,1.18093,2.15478,3.06421,3.71427,4.90894,6.21425,7.57754,8.84784,9.63905,10.55308,11.06606,11.71947,12.23708,12.77622,13.09336,13.27669,13.38083,13.83605,11.766,11.49707,11.03109,10.97995,10.62665,9.4016,8.79316,8.26572,7.71392,6.65964
A,MIO_T,HFC_CO2E,CRF2F,LT,0.0,0.0,0.0,3e-05,9e-05,0.00614,0.00751,0.00996,0.01355,0.01704,0.02145,0.02756,0.03489,0.04586,0.06613,0.08653,0.11476,0.14897,0.18509,0.20616,0.24597,0.2913,0.33615,0.38984,0.43988,0.54147,0.67805,0.66409,0.50744,0.50734,0.47721,0.4868,0.49517,0.47707,0.48181
A,MIO_T,HFC_CO2E,CRF2F,LU,0.0,0.0,0.00499,0.01176,0.01291,0.01381,0.0158,0.01831,0.02092,0.02389,0.02833,0.03486,0.03784,0.03809,0.03826,0.03695,0.03961,0.04377,0.04609,0.04716,0.04925,0.05187,0.05403,0.05491,0.05983,0.05938,0.05776,0.057,0.05037,0.04756,0.0433,0.0405,0.03929,0.03722,0.03834
A,MIO_T,HFC_CO2E,CRF2F,LV,0.0,0.0,0.0,0.0,0.0,0.01625,0.02803,0.03726,0.04561,0.05361,0.06185,0.0697,0.07708,0.08569,0.09337,0.10124,0.12765,0.14783,0.17096,0.18159,0.21635,0.21753,0.21667,0.22926,0.24278,0.25171,0.27154,0.26391,0.25828,0.24822,0.23799,0.25139,0.24063,0.24754,0.24794
A,MIO_T,HFC_CO2E,CRF2F,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.00463,0.0088,0.0122,0.01344,0.02019,0.03415,0.06849,0.08101,0.09538,0.11074,0.12221,0.14398,0.17371,0.18448,0.19621,0.20424,0.21793,0.2248,0.21144,0.20159,0.21225,0.2201,0.21339,0.20693,0.20156
A,MIO_T,HFC_CO2E,CRF2F,NL,0.0,0.0,0.0,0.0,0.06775,0.22698,0.53191,0.83735,0.98259,1.03667,0.99409,0.82834,0.74612,0.84314,0.9915,1.02901,1.13807,1.29251,1.40389,1.44612,1.46193,1.57008,1.54607,1.70293,1.49186,1.5826,1.38794,1.46915,1.03251,0.96822,0.9101,0.9815,0.84978,0.82019,0.79826
A,MIO_T,HFC_CO2E,CRF2F,NO,5e-05,0.00121,0.00259,0.03258,0.04976,0.09246,0.1234,0.18692,0.24677,0.30998,0.35709,0.45327,0.4891,0.49128,0.50387,0.51991,0.55451,0.59306,0.6494,0.69511,0.76056,0.81553,0.85555,0.90882,0.89937,0.8718,0.87133,0.87751,0.84954,0.83348,0.80818,0.79323,0.75289,0.76764,0.72489
A,MIO_T,HFC_CO2E,CRF2F,PL,0.0,0.0,0.0,0.0,0.0,0.01555,0.08527,0.14588,0.21659,0.38418,0.82791,1.2043,1.68212,2.15504,2.59358,3.13042,3.72703,4.06685,4.37966,4.67468,4.67279,5.07058,5.37073,5.23579,5.64501,4.89039,4.96528,5.10272,4.97489,4.88708,4.76603,4.59737,4.26975,3.89347,3.71721
